id,name,date,metric_name,metric_value,yeast_type
95,Peroxide Punk,2007-04-01,target_fg,1009,Ale
96,Lumberjack Stout,2013-12-01,abv,15.2,Ale
96,Lumberjack Stout,2013-12-01,ibu,20,Ale
96,Lumberjack Stout,2013-12-01,srm,79,Ale
96,Lumberjack Stout,2013-12-01,ph,4.4,Ale
96,Lumberjack Stout,2013-12-01,target_fg,1020,Ale
97,Bowman's Beard - B-Sides,2015-03-01,abv,18.3,Ale
97,Bowman's Beard - B-Sides,2015-03-01,ibu,50,Ale
97,Bowman's Beard - B-Sides,2015-03-01,srm,8,Ale
97,Bowman's Beard - B-Sides,2015-03-01,ph,5.3,Ale
97,Bowman's Beard - B-Sides,2015-03-01,target_fg,1011,Ale
98,Pumpkin King,2015-08-01,abv,5.4,Ale
98,Pumpkin King,2015-08-01,ibu,20,Ale
98,Pumpkin King,2015-08-01,srm,15,Ale
98,Pumpkin King,2015-08-01,ph,4.4,Ale
98,Pumpkin King,2015-08-01,target_fg,1014,Ale
99,Hello My Name Is Päivi,2014-05-01,abv,8.3,Ale
99,Hello My Name Is Päivi,2014-05-01,ibu,70,Ale
99,Hello My Name Is Päivi,2014-05-01,srm,15,Ale
99,Hello My Name Is Päivi,2014-05-01,ph,4.4,Ale
99,Hello My Name Is Päivi,2014-05-01,target_fg,1013,Ale
100,Elvis Juice V2.0 - Prototype Challenge,2015-12-01,abv,6.5,Ale
100,Elvis Juice V2.0 - Prototype Challenge,2015-12-01,ibu,60,Ale
100,Elvis Juice V2.0 - Prototype Challenge,2015-12-01,srm,12.5,Ale
100,Elvis Juice V2.0 - Prototype Challenge,2015-12-01,ph,4.4,Ale
100,Elvis Juice V2.0 - Prototype Challenge,2015-12-01,target_fg,1010,Ale
101,Riptide,2007-04-01,abv,8,Ale
101,Riptide,2007-04-01,ibu,45,Ale
101,Riptide,2007-04-01,srm,120,Ale
101,Riptide,2007-04-01,ph,4.4,Ale
101,Riptide,2007-04-01,target_fg,1014,Ale
102,Peach Therapy,2015-06-01,abv,9,Other
102,Peach Therapy,2015-06-01,ibu,30,Other
102,Peach Therapy,2015-06-01,srm,6,Other
102,Peach Therapy,2015-06-01,ph,3.6,Other
102,Peach Therapy,2015-06-01,target_fg,1000,Other
103,Clown King,2013-12-01,abv,12,Ale
103,Clown King,2013-12-01,ibu,85,Ale
103,Clown King,2013-12-01,srm,12,Ale
103,Clown King,2013-12-01,ph,4.4,Ale
103,Clown King,2013-12-01,target_fg,1020,Ale
104,India Pale Weizen (w/ Weihenstephan),2014-09-01,abv,6.2,Other
104,India Pale Weizen (w/ Weihenstephan),2014-09-01,ibu,50,Other
104,India Pale Weizen (w/ Weihenstephan),2014-09-01,srm,17.5,Other
104,India Pale Weizen (w/ Weihenstephan),2014-09-01,ph,4,Other
104,India Pale Weizen (w/ Weihenstephan),2014-09-01,target_fg,1010,Other
105,Hello My Name Is Beastie,2012-08-01,abv,8.2,Ale
105,Hello My Name Is Beastie,2012-08-01,ibu,42,Ale
105,Hello My Name Is Beastie,2012-08-01,srm,45,Ale
105,Hello My Name Is Beastie,2012-08-01,ph,4.4,Ale
105,Hello My Name Is Beastie,2012-08-01,target_fg,1013,Ale
106,Punk IPA 2010 - Current,2010-10-01,abv,5.6,Ale
106,Punk IPA 2010 - Current,2010-10-01,ibu,40,Ale
106,Punk IPA 2010 - Current,2010-10-01,srm,7.6,Ale
106,Punk IPA 2010 - Current,2010-10-01,ph,4.4,Ale
106,Punk IPA 2010 - Current,2010-10-01,target_fg,1011,Ale
107,HBC 366 - IPA Is Dead,2014-02-01,abv,7.2,Ale
107,HBC 366 - IPA Is Dead,2014-02-01,ibu,70,Ale
107,HBC 366 - IPA Is Dead,2014-02-01,srm,15,Ale
107,HBC 366 - IPA Is Dead,2014-02-01,ph,4.4,Ale
107,HBC 366 - IPA Is Dead,2014-02-01,target_fg,1012,Ale
108,American Ale,2013-09-01,abv,6.3,Ale
108,American Ale,2013-09-01,ibu,55,Ale
108,American Ale,2013-09-01,srm,15,Ale
108,American Ale,2013-09-01,ph,4.4,Ale
108,American Ale,2013-09-01,target_fg,1012,Ale
109,Cocoa Psycho,2012-11-01,abv,10,Ale
109,Cocoa Psycho,2012-11-01,ibu,85,Ale
109,Cocoa Psycho,2012-11-01,srm,15.25,Ale
109,Cocoa Psycho,2012-11-01,ph,4.4,Ale
109,Cocoa Psycho,2012-11-01,target_fg,1012,Ale
110,Truffle and Chocolate Stout - B-Sides,2015-03-01,abv,5.6,Ale
110,Truffle and Chocolate Stout - B-Sides,2015-03-01,ibu,30,Ale
110,Truffle and Chocolate Stout - B-Sides,2015-03-01,srm,27,Ale
110,Truffle and Chocolate Stout - B-Sides,2015-03-01,ph,4.4,Ale
110,Truffle and Chocolate Stout - B-Sides,2015-03-01,target_fg,1015,Ale
111,Vagabond Pilsner,2013-02-01,abv,4.5,Lager
111,Vagabond Pilsner,2013-02-01,ibu,55,Lager
111,Vagabond Pilsner,2013-02-01,srm,12.5,Lager
111,Vagabond Pilsner,2013-02-01,ph,4.4,Lager
111,Vagabond Pilsner,2013-02-01,target_fg,1012,Lager
112,Vote Sepp,2014-05-01,abv,3.6,Other
112,Vote Sepp,2014-05-01,ibu,20,Other
112,Vote Sepp,2014-05-01,srm,4,Other
112,Vote Sepp,2014-05-01,ph,4.1,Other
112,Vote Sepp,2014-05-01,target_fg,1009,Other
113,Hello My Name Is Ingrid,2010-12-01,abv,8.2,Ale
113,Hello My Name Is Ingrid,2010-12-01,ibu,42,Ale
113,Hello My Name Is Ingrid,2010-12-01,srm,35,Ale
113,Hello My Name Is Ingrid,2010-12-01,ph,4.4,Ale
113,Hello My Name Is Ingrid,2010-12-01,target_fg,1013,Ale
114,U-Boat (w/ Victory Brewing),2014-07-01,abv,8.4,Lager
114,U-Boat (w/ Victory Brewing),2014-07-01,ibu,50,Lager
114,U-Boat (w/ Victory Brewing),2014-07-01,srm,100,Lager
114,U-Boat (w/ Victory Brewing),2014-07-01,ph,4.4,Lager
114,U-Boat (w/ Victory Brewing),2014-07-01,target_fg,1015,Lager
115,Melon And Cucumber IPA - B-Sides,2015-03-01,abv,6,Ale
115,Melon And Cucumber IPA - B-Sides,2015-03-01,ibu,50,Ale
115,Melon And Cucumber IPA - B-Sides,2015-03-01,srm,4,Ale
115,Melon And Cucumber IPA - B-Sides,2015-03-01,ph,5.2,Ale
115,Melon And Cucumber IPA - B-Sides,2015-03-01,target_fg,1010,Ale
116,Morag's Mojito - B-Sides,2015-08-01,abv,6.7,Ale
116,Morag's Mojito - B-Sides,2015-08-01,ibu,40,Ale
116,Morag's Mojito - B-Sides,2015-08-01,srm,7.5,Ale
116,Morag's Mojito - B-Sides,2015-08-01,ph,5.2,Ale
116,Morag's Mojito - B-Sides,2015-08-01,target_fg,1010,Ale
117,Hop Rocker,2007-04-01,abv,5.5,Lager
117,Hop Rocker,2007-04-01,ibu,40,Lager
117,Hop Rocker,2007-04-01,srm,12,Lager
117,Hop Rocker,2007-04-01,ph,4.2,Lager
117,Hop Rocker,2007-04-01,target_fg,1010,Lager
118,Bounty Hunter - Shareholder Brew,2015-02-01,abv,6.5,Ale
118,Bounty Hunter - Shareholder Brew,2015-02-01,ibu,35,Ale
118,Bounty Hunter - Shareholder Brew,2015-02-01,srm,125,Ale
118,Bounty Hunter - Shareholder Brew,2015-02-01,ph,4.2,Ale
118,Bounty Hunter - Shareholder Brew,2015-02-01,target_fg,1020,Ale
119,Zeitgeist,2008-12-01,abv,4.9,Lager
119,Zeitgeist,2008-12-01,ibu,32,Lager
119,Zeitgeist,2008-12-01,srm,60,Lager
119,Zeitgeist,2008-12-01,ph,4.3,Lager
119,Zeitgeist,2008-12-01,target_fg,1010,Lager
120,AB:10,2011-10-01,abv,11.5,Ale
120,AB:10,2011-10-01,ibu,80,Ale
120,AB:10,2011-10-01,srm,57.5,Ale
120,AB:10,2011-10-01,ph,4.4,Ale
120,AB:10,2011-10-01,target_fg,1020,Ale
121,Punk Monk,2009-07-01,abv,6,Other
121,Punk Monk,2009-07-01,ibu,60,Other
121,Punk Monk,2009-07-01,srm,8.5,Other
121,Punk Monk,2009-07-01,ph,4.4,Other
121,Punk Monk,2009-07-01,target_fg,1010,Other
122,Dog Fight (w/ Flying Dog),2012-10-01,abv,8.5,Ale
122,Dog Fight (w/ Flying Dog),2012-10-01,ibu,65,Ale
122,Dog Fight (w/ Flying Dog),2012-10-01,srm,15.6,Ale
122,Dog Fight (w/ Flying Dog),2012-10-01,ph,4.4,Ale
122,Dog Fight (w/ Flying Dog),2012-10-01,target_fg,1012,Ale
123,Candy Kaiser,2015-08-01,abv,5.2,Ale
123,Candy Kaiser,2015-08-01,ibu,45,Ale
123,Candy Kaiser,2015-08-01,srm,22.5,Ale
123,Candy Kaiser,2015-08-01,ph,4.2,Ale
123,Candy Kaiser,2015-08-01,target_fg,1009,Ale
124,Chaos Theory,2008-10-01,abv,7.1,Ale
124,Chaos Theory,2008-10-01,ibu,90,Ale
124,Chaos Theory,2008-10-01,srm,7.5,Ale
124,Chaos Theory,2008-10-01,ph,4.4,Ale
124,Chaos Theory,2008-10-01,target_fg,1013,Ale
125,Juniper Wheat Beer,2011-06-01,abv,5,Other
125,Juniper Wheat Beer,2011-06-01,ibu,40,Other
125,Juniper Wheat Beer,2011-06-01,srm,7.5,Other
125,Juniper Wheat Beer,2011-06-01,ph,4.1,Other
125,Juniper Wheat Beer,2011-06-01,target_fg,1008,Other
126,Jet Black Heart,2016-01-01,abv,4.7,Ale
126,Jet Black Heart,2016-01-01,ibu,45,Ale
126,Jet Black Heart,2016-01-01,srm,100,Ale
126,Jet Black Heart,2016-01-01,ph,4.4,Ale
126,Jet Black Heart,2016-01-01,target_fg,1019,Ale
127,Galaxy,2012-02-01,abv,6.7,Ale
127,Galaxy,2012-02-01,ibu,67,Ale
127,Galaxy,2012-02-01,srm,9.5,Ale
127,Galaxy,2012-02-01,ph,4.4,Ale
127,Galaxy,2012-02-01,target_fg,1064,Ale
128,White Noise,2012-07-01,abv,6.8,Other
128,White Noise,2012-07-01,ibu,50,Other
128,White Noise,2012-07-01,srm,15,Other
128,White Noise,2012-07-01,ph,4.4,Other
128,White Noise,2012-07-01,target_fg,1012,Other
129,Hinterland,2015-05-01,abv,9,Ale
129,Hinterland,2015-05-01,ibu,85,Ale
129,Hinterland,2015-05-01,srm,200,Ale
129,Hinterland,2015-05-01,ph,4.3,Ale
129,Hinterland,2015-05-01,target_fg,1025,Ale
130,Spiced Cherry Sour - B-Sides,2015-03-01,abv,6.5,Ale
130,Spiced Cherry Sour - B-Sides,2015-03-01,ibu,20,Ale
130,Spiced Cherry Sour - B-Sides,2015-03-01,srm,,Ale
130,Spiced Cherry Sour - B-Sides,2015-03-01,ph,3.2,Ale
130,Spiced Cherry Sour - B-Sides,2015-03-01,target_fg,1010,Ale
131,Motueka,2012-02-01,abv,6.7,Ale
131,Motueka,2012-02-01,ibu,67,Ale
131,Motueka,2012-02-01,srm,9.5,Ale
131,Motueka,2012-02-01,ph,4.4,Ale
131,Motueka,2012-02-01,target_fg,1064,Ale
132,5am Saint,2009-06-01,abv,5,Ale
132,5am Saint,2009-06-01,ibu,30,Ale
132,5am Saint,2009-06-01,srm,30.5,Ale
132,5am Saint,2009-06-01,ph,4.4,Ale
132,5am Saint,2009-06-01,target_fg,1012,Ale
133,Black Eye Joe (w/ Stone Brewing Co),2013-11-01,abv,5.8,Ale
133,Black Eye Joe (w/ Stone Brewing Co),2013-11-01,ibu,40,Ale
133,Black Eye Joe (w/ Stone Brewing Co),2013-11-01,srm,88.7,Ale
133,Black Eye Joe (w/ Stone Brewing Co),2013-11-01,ph,4.4,Ale
133,Black Eye Joe (w/ Stone Brewing Co),2013-11-01,target_fg,1008,Ale
134,Mr.Miyagi's Wasabi Stout,2011-09-01,abv,7.5,Ale
134,Mr.Miyagi's Wasabi Stout,2011-09-01,ibu,90,Ale
134,Mr.Miyagi's Wasabi Stout,2011-09-01,srm,102,Ale
134,Mr.Miyagi's Wasabi Stout,2011-09-01,ph,4.4,Ale
134,Mr.Miyagi's Wasabi Stout,2011-09-01,target_fg,1015,Ale
135,Growler,2011-03-01,abv,4.5,Lager
135,Growler,2011-03-01,ibu,38,Lager
135,Growler,2011-03-01,srm,9,Lager
135,Growler,2011-03-01,ph,4.4,Lager
135,Growler,2011-03-01,target_fg,1008,Lager
136,#Mashtag 2014,2014-05-01,abv,9,Ale
136,#Mashtag 2014,2014-05-01,ibu,50,Ale
136,#Mashtag 2014,2014-05-01,srm,10,Ale
136,#Mashtag 2014,2014-05-01,ph,4.4,Ale
136,#Mashtag 2014,2014-05-01,target_fg,1015,Ale
137,Sink The Bismarck!,2009-12-01,abv,41,Ale
137,Sink The Bismarck!,2009-12-01,ibu,1085,Ale
137,Sink The Bismarck!,2009-12-01,srm,20,Ale
137,Sink The Bismarck!,2009-12-01,ph,4.4,Ale
137,Sink The Bismarck!,2009-12-01,target_fg,1016,Ale
138,Dog A,2012-05-01,abv,15,Ale
138,Dog A,2012-05-01,ibu,90,Ale
138,Dog A,2012-05-01,srm,50,Ale
138,Dog A,2012-05-01,ph,4.4,Ale
138,Dog A,2012-05-01,target_fg,1003,Ale
139,Born To Die,2015-03-01,abv,8.5,Ale
139,Born To Die,2015-03-01,ibu,85,Ale
139,Born To Die,2015-03-01,srm,7.5,Ale
139,Born To Die,2015-03-01,ph,4.4,Ale
139,Born To Die,2015-03-01,target_fg,1007,Ale
140,Pioneer - IPA Is Dead,2015-03-01,abv,7.2,Ale
140,Pioneer - IPA Is Dead,2015-03-01,ibu,100,Ale
140,Pioneer - IPA Is Dead,2015-03-01,srm,6,Ale
140,Pioneer - IPA Is Dead,2015-03-01,ph,4.4,Ale
140,Pioneer - IPA Is Dead,2015-03-01,target_fg,1010,Ale
141,Cap Dog (w/ Cap Brewery),2014-08-01,abv,9,Ale
141,Cap Dog (w/ Cap Brewery),2014-08-01,ibu,80,Ale
141,Cap Dog (w/ Cap Brewery),2014-08-01,srm,90,Ale
141,Cap Dog (w/ Cap Brewery),2014-08-01,ph,5.2,Ale
141,Cap Dog (w/ Cap Brewery),2014-08-01,target_fg,1014,Ale
142,Orange Blossom - B-Sides,2015-08-01,abv,3.8,Ale
142,Orange Blossom - B-Sides,2015-08-01,ibu,20,Ale
142,Orange Blossom - B-Sides,2015-08-01,srm,3,Ale
142,Orange Blossom - B-Sides,2015-08-01,ph,5.2,Ale
142,Orange Blossom - B-Sides,2015-08-01,target_fg,1000,Ale
143,Lizard Bride - Prototype Challenge,2015-07-01,abv,5.7,Ale
143,Lizard Bride - Prototype Challenge,2015-07-01,ibu,35,Ale
143,Lizard Bride - Prototype Challenge,2015-07-01,srm,12.5,Ale
143,Lizard Bride - Prototype Challenge,2015-07-01,ph,4.4,Ale
143,Lizard Bride - Prototype Challenge,2015-07-01,target_fg,1009,Ale
144,Tokyo*,2009-06-01,abv,16.2,Ale
144,Tokyo*,2009-06-01,ibu,85,Ale
144,Tokyo*,2009-06-01,srm,127,Ale
144,Tokyo*,2009-06-01,ph,4.4,Ale
144,Tokyo*,2009-06-01,target_fg,1028,Ale
145,Sorachi Bitter - B-Sides,2015-03-01,abv,6.3,Ale
145,Sorachi Bitter - B-Sides,2015-03-01,ibu,130,Ale
145,Sorachi Bitter - B-Sides,2015-03-01,srm,7,Ale
145,Sorachi Bitter - B-Sides,2015-03-01,ph,5.2,Ale
145,Sorachi Bitter - B-Sides,2015-03-01,target_fg,1010,Ale
146,Nelson Sauvin,2011-01-01,abv,7.5,Ale
146,Nelson Sauvin,2011-01-01,ibu,75,Ale
146,Nelson Sauvin,2011-01-01,srm,15,Ale
146,Nelson Sauvin,2011-01-01,ph,4.4,Ale
146,Nelson Sauvin,2011-01-01,target_fg,1013,Ale
147,Hello My Name Is Little Ingrid,2015-03-01,abv,4.4,Ale
147,Hello My Name Is Little Ingrid,2015-03-01,ibu,35,Ale
147,Hello My Name Is Little Ingrid,2015-03-01,srm,15,Ale
147,Hello My Name Is Little Ingrid,2015-03-01,ph,4.4,Ale
147,Hello My Name Is Little Ingrid,2015-03-01,target_fg,1012,Ale
148,AB:02,2010-05-01,abv,18,Ale
148,AB:02,2010-05-01,ibu,70,Ale
148,AB:02,2010-05-01,srm,28.5,Ale
148,AB:02,2010-05-01,ph,4.4,Ale
148,AB:02,2010-05-01,target_fg,1010,Ale
149,AB:03,2008-09-01,abv,10.5,Ale
149,AB:03,2008-09-01,ibu,14,Ale
149,AB:03,2008-09-01,srm,,Ale
149,AB:03,2008-09-01,ph,4.4,Ale
149,AB:03,2008-09-01,target_fg,1013,Ale
150,AB:13,2012-01-01,abv,11.3,Ale
150,AB:13,2012-01-01,ibu,50,Ale
150,AB:13,2012-01-01,srm,83,Ale
150,AB:13,2012-01-01,ph,4.4,Ale
150,AB:13,2012-01-01,target_fg,1020,Ale
151,Rhubarb Saison - B-Sides,2015-10-01,abv,6.4,Other
151,Rhubarb Saison - B-Sides,2015-10-01,ibu,25,Other
151,Rhubarb Saison - B-Sides,2015-10-01,srm,5,Other
151,Rhubarb Saison - B-Sides,2015-10-01,ph,5.2,Other
151,Rhubarb Saison - B-Sides,2015-10-01,target_fg,1008,Other
152,Deaf Mermaid - B-Sides,2015-04-01,abv,5.2,Ale
152,Deaf Mermaid - B-Sides,2015-04-01,ibu,65,Ale
152,Deaf Mermaid - B-Sides,2015-04-01,srm,8,Ale
152,Deaf Mermaid - B-Sides,2015-04-01,ph,5.2,Ale
152,Deaf Mermaid - B-Sides,2015-04-01,target_fg,1010,Ale
153,Hoppy Saison - B-Sides,2015-03-01,abv,6.4,Other
153,Hoppy Saison - B-Sides,2015-03-01,ibu,40,Other
153,Hoppy Saison - B-Sides,2015-03-01,srm,4,Other
153,Hoppy Saison - B-Sides,2015-03-01,ph,5.2,Other
153,Hoppy Saison - B-Sides,2015-03-01,target_fg,1010,Other
154,No Label,2015-10-01,abv,4.5,Ale
154,No Label,2015-10-01,ibu,25,Ale
154,No Label,2015-10-01,srm,5,Ale
154,No Label,2015-10-01,ph,4.2,Ale
154,No Label,2015-10-01,target_fg,1009,Ale
155,Old World Russian Imperial Stout,2011-10-01,abv,9.5,Ale
155,Old World Russian Imperial Stout,2011-10-01,ibu,80,Ale
155,Old World Russian Imperial Stout,2011-10-01,srm,97.5,Ale
155,Old World Russian Imperial Stout,2011-10-01,ph,4.5,Ale
155,Old World Russian Imperial Stout,2011-10-01,target_fg,1014,Ale
156,Hoppy Christmas,2012-10-01,abv,7.2,Ale
156,Hoppy Christmas,2012-10-01,ibu,70,Ale
156,Hoppy Christmas,2012-10-01,srm,15,Ale
156,Hoppy Christmas,2012-10-01,ph,4.4,Ale
156,Hoppy Christmas,2012-10-01,target_fg,1012,Ale
157,Edge,2007-12-01,abv,2.7,Ale
157,Edge,2007-12-01,ibu,36,Ale
157,Edge,2007-12-01,srm,29,Ale
157,Edge,2007-12-01,ph,4.4,Ale
157,Edge,2007-12-01,target_fg,1010,Ale
158,Hello My Name Is Zé (w/ 2Cabeças),2014-03-01,abv,6.4,Ale
158,Hello My Name Is Zé (w/ 2Cabeças),2014-03-01,ibu,50,Ale
158,Hello My Name Is Zé (w/ 2Cabeças),2014-03-01,srm,10,Ale
158,Hello My Name Is Zé (w/ 2Cabeças),2014-03-01,ph,4.4,Ale
158,Hello My Name Is Zé (w/ 2Cabeças),2014-03-01,target_fg,1012,Ale
159,Black Tokyo Horizon (w/Nøgne Ø & Mikkeller),2010-12-01,abv,17.2,Ale
159,Black Tokyo Horizon (w/Nøgne Ø & Mikkeller),2010-12-01,ibu,75,Ale
159,Black Tokyo Horizon (w/Nøgne Ø & Mikkeller),2010-12-01,srm,64,Ale
159,Black Tokyo Horizon (w/Nøgne Ø & Mikkeller),2010-12-01,ph,4.4,Ale
159,Black Tokyo Horizon (w/Nøgne Ø & Mikkeller),2010-12-01,target_fg,1030,Ale
160,Restorative Beverage For Invalids And Convalescents,2015-02-01,abv,8.5,Ale
160,Restorative Beverage For Invalids And Convalescents,2015-02-01,ibu,100,Ale
160,Restorative Beverage For Invalids And Convalescents,2015-02-01,srm,7.5,Ale
160,Restorative Beverage For Invalids And Convalescents,2015-02-01,ph,4.4,Ale
160,Restorative Beverage For Invalids And Convalescents,2015-02-01,target_fg,1003,Ale
161,Tokyo Rising Sun - Highland,2009-06-01,abv,13.2,Ale
161,Tokyo Rising Sun - Highland,2009-06-01,ibu,85,Ale
161,Tokyo Rising Sun - Highland,2009-06-01,srm,71,Ale
161,Tokyo Rising Sun - Highland,2009-06-01,ph,4.4,Ale
161,Tokyo Rising Sun - Highland,2009-06-01,target_fg,1023,Ale
162,77 Lager,2008-12-01,abv,4.9,Lager
162,77 Lager,2008-12-01,ibu,30,Lager
162,77 Lager,2008-12-01,srm,6,Lager
162,77 Lager,2008-12-01,ph,4.4,Lager
162,77 Lager,2008-12-01,target_fg,1009,Lager
163,This. Is. Lager,2014-08-01,abv,4.7,Lager
163,This. Is. Lager,2014-08-01,ibu,37,Lager
163,This. Is. Lager,2014-08-01,srm,6,Lager
163,This. Is. Lager,2014-08-01,ph,4.2,Lager
163,This. Is. Lager,2014-08-01,target_fg,1007,Lager
164,Ella - IPA Is Dead,2015-03-01,abv,7.2,Ale
164,Ella - IPA Is Dead,2015-03-01,ibu,100,Ale
164,Ella - IPA Is Dead,2015-03-01,srm,6,Ale
164,Ella - IPA Is Dead,2015-03-01,ph,4.4,Ale
164,Ella - IPA Is Dead,2015-03-01,target_fg,1010,Ale
165,Barley Wine - Russian Doll,2014-06-01,abv,10,Ale
165,Barley Wine - Russian Doll,2014-06-01,ibu,80,Ale
165,Barley Wine - Russian Doll,2014-06-01,srm,32.5,Ale
165,Barley Wine - Russian Doll,2014-06-01,ph,4.4,Ale
165,Barley Wine - Russian Doll,2014-06-01,target_fg,1020,Ale
166,Vagabond Pale ALe - Prototype Challenge,2014-11-01,abv,4.5,Ale
166,Vagabond Pale ALe - Prototype Challenge,2014-11-01,ibu,55,Ale
166,Vagabond Pale ALe - Prototype Challenge,2014-11-01,srm,10,Ale
166,Vagabond Pale ALe - Prototype Challenge,2014-11-01,ph,4.2,Ale
166,Vagabond Pale ALe - Prototype Challenge,2014-11-01,target_fg,1011,Ale
167,Libertine Black Ale,2012-03-01,abv,7.2,Ale
167,Libertine Black Ale,2012-03-01,ibu,50,Ale
167,Libertine Black Ale,2012-03-01,srm,76,Ale
167,Libertine Black Ale,2012-03-01,ph,4.4,Ale
167,Libertine Black Ale,2012-03-01,target_fg,1013,Ale
168,Jack Hammer,2012-06-01,abv,7.2,Ale
168,Jack Hammer,2012-06-01,ibu,250,Ale
168,Jack Hammer,2012-06-01,srm,7.5,Ale
168,Jack Hammer,2012-06-01,ph,4.4,Ale
168,Jack Hammer,2012-06-01,target_fg,1010,Ale
170,Bashah (w/ Stone Brewing Co),2009-08-01,abv,9.7,Other
170,Bashah (w/ Stone Brewing Co),2009-08-01,ibu,100,Other
170,Bashah (w/ Stone Brewing Co),2009-08-01,srm,15.3,Other
170,Bashah (w/ Stone Brewing Co),2009-08-01,ph,4.4,Other
170,Bashah (w/ Stone Brewing Co),2009-08-01,target_fg,1015,Other
171,Challenger,2012-02-01,abv,6.7,Ale
171,Challenger,2012-02-01,ibu,67,Ale
171,Challenger,2012-02-01,srm,9.5,Ale
171,Challenger,2012-02-01,ph,4.4,Ale
171,Challenger,2012-02-01,target_fg,1013,Ale
172,Single Hop Enigma IPA - B-Sides,2016-01-01,abv,5,Ale
172,Single Hop Enigma IPA - B-Sides,2016-01-01,ibu,50,Ale
172,Single Hop Enigma IPA - B-Sides,2016-01-01,srm,5,Ale
172,Single Hop Enigma IPA - B-Sides,2016-01-01,ph,4.4,Ale
172,Single Hop Enigma IPA - B-Sides,2016-01-01,target_fg,1011,Ale
173,Chinook - IPA Is Dead,2015-03-01,abv,7.2,Ale
173,Chinook - IPA Is Dead,2015-03-01,ibu,100,Ale
173,Chinook - IPA Is Dead,2015-03-01,srm,6,Ale
173,Chinook - IPA Is Dead,2015-03-01,ph,4.4,Ale
173,Chinook - IPA Is Dead,2015-03-01,target_fg,1010,Ale
174,Konnichiwa Kitsune,2014-10-01,abv,4.4,Ale
174,Konnichiwa Kitsune,2014-10-01,ibu,70,Ale
174,Konnichiwa Kitsune,2014-10-01,srm,15,Ale
174,Konnichiwa Kitsune,2014-10-01,ph,4.4,Ale
174,Konnichiwa Kitsune,2014-10-01,target_fg,1012,Ale
175,San Diego Scotch Ale (w/Ballast Point),2012-07-01,abv,9,Ale
175,San Diego Scotch Ale (w/Ballast Point),2012-07-01,ibu,70,Ale
175,San Diego Scotch Ale (w/Ballast Point),2012-07-01,srm,95,Ale
175,San Diego Scotch Ale (w/Ballast Point),2012-07-01,ph,4.4,Ale
175,San Diego Scotch Ale (w/Ballast Point),2012-07-01,target_fg,1018,Ale
176,Old World India Pale Ale,2011-10-01,abv,7.5,Ale
176,Old World India Pale Ale,2011-10-01,ibu,80,Ale
176,Old World India Pale Ale,2011-10-01,srm,25,Ale
176,Old World India Pale Ale,2011-10-01,ph,4.4,Ale
176,Old World India Pale Ale,2011-10-01,target_fg,1012,Ale
177,Dog D,2015-05-01,abv,16.1,Ale
177,Dog D,2015-05-01,ibu,85,Ale
177,Dog D,2015-05-01,srm,200,Ale
177,Dog D,2015-05-01,ph,4.3,Ale
177,Dog D,2015-05-01,target_fg,1015,Ale
178,Simcoe,2012-01-01,abv,6.7,Ale
178,Simcoe,2012-01-01,ibu,70,Ale
178,Simcoe,2012-01-01,srm,15,Ale
178,Simcoe,2012-01-01,ph,4.4,Ale
178,Simcoe,2012-01-01,target_fg,1012,Ale
179,How To Disappear Completely,2009-04-01,abv,3.5,Other
179,How To Disappear Completely,2009-04-01,ibu,198,Other
179,How To Disappear Completely,2009-04-01,srm,19,Other
179,How To Disappear Completely,2009-04-01,ph,4.4,Other
179,How To Disappear Completely,2009-04-01,target_fg,1010,Other
180,Doodlebug,2015-09-01,abv,2.5,Ale
180,Doodlebug,2015-09-01,ibu,35,Ale
180,Doodlebug,2015-09-01,srm,5,Ale
180,Doodlebug,2015-09-01,ph,4.2,Ale
180,Doodlebug,2015-09-01,target_fg,1008,Ale
181,Vic Secret,2013-10-01,abv,7.4,Ale
181,Vic Secret,2013-10-01,ibu,70,Ale
181,Vic Secret,2013-10-01,srm,15,Ale
181,Vic Secret,2013-10-01,ph,4.4,Ale
181,Vic Secret,2013-10-01,target_fg,1012,Ale
182,All Day Long - Prototype Challenge,2014-11-01,abv,2.8,Ale
182,All Day Long - Prototype Challenge,2014-11-01,ibu,30,Ale
182,All Day Long - Prototype Challenge,2014-11-01,srm,21,Ale
182,All Day Long - Prototype Challenge,2014-11-01,ph,4.4,Ale
182,All Day Long - Prototype Challenge,2014-11-01,target_fg,1012,Ale
183,Nuns With Guns,2012-11-01,abv,4.2,Lager
183,Nuns With Guns,2012-11-01,ibu,25,Lager
183,Nuns With Guns,2012-11-01,srm,9.5,Lager
183,Nuns With Guns,2012-11-01,ph,4.4,Lager
183,Nuns With Guns,2012-11-01,target_fg,1012,Lager
184,Atlantic IPA Ale,2008-12-01,abv,8,Ale
184,Atlantic IPA Ale,2008-12-01,ibu,80,Ale
184,Atlantic IPA Ale,2008-12-01,srm,13,Ale
184,Atlantic IPA Ale,2008-12-01,ph,4.4,Ale
184,Atlantic IPA Ale,2008-12-01,target_fg,1013,Ale
185,Tactical Nuclear Penguin,2009-09-01,abv,32,Ale
185,Tactical Nuclear Penguin,2009-09-01,ibu,1157,Ale
185,Tactical Nuclear Penguin,2009-09-01,srm,127,Ale
185,Tactical Nuclear Penguin,2009-09-01,ph,4.4,Ale
