name,amount,id,type,add,attribute
Maris Otter Extra Pale,3300.0,1,malt,,
Caramalt,200.0,1,malt,,
Munich,400.0,1,malt,,
Fuggles,25.0,1,hop,start,bitter
First Gold,25.0,1,hop,start,bitter
Fuggles,37.5,1,hop,middle,flavour
First Gold,37.5,1,hop,middle,flavour
Cascade,37.5,1,hop,end,flavour
Maris Otter Extra Pale,3250.0,2,malt,,
Caramalt,200.0,2,malt,,
Munich,400.0,2,malt,,
Amarillo,13.8,2,hop,start,bitter
Simcoe,13.8,2,hop,start,bitter
Amarillo,26.3,2,hop,end,flavour
Motueka,18.8,2,hop,end,flavour
Propino Pale Malt,1630.0,3,malt,,
Wheat Malt,1630.0,3,malt,,
Propino Pale Malt for kettle souring,30.0,3,malt,,
Acidulated Malt for kettle souring,30.0,3,malt,,
Bramling Cross,10.0,3,hop,middle,bitter
Extra Pale,4580.0,4,malt,,
Caramalt,250.0,4,malt,,
Dark Crystal,60.0,4,malt,,
Munich,250.0,4,malt,,
Centennial,5.0,4,hop,start,bitter
Amarillo,5.0,4,hop,start,bitter
Centennial,10.0,4,hop,middle,flavour
Amarillo,10.0,4,hop,middle,flavour
Centennial,17.5,4,hop,end,flavour
Amarillo,17.5,4,hop,end,flavour
Lager Malt,6630.0,5,malt,,
Wheat,380.0,5,malt,,
Saaz,60.0,5,hop,start,bitter
Saaz,60.0,5,hop,middle,flavour
Saaz,60.0,5,hop,end,flavour
Extra Pale,3630.0,6,malt,,
Munich,130.0,6,malt,,
Wheat,250.0,6,malt,,
Amarillo,2.5,6,hop,start,bitter
Nelson Sauvin,5.0,6,hop,middle,flavour
Amarillo,5.0,6,hop,middle,flavour
Peppercorns,2.5,6,hop,middle,flavour
Nelson Sauvin,20.0,6,hop,end,flavour
Amarillo,12.5,6,hop,end,flavour
Extra Pale,9690.0,7,malt,,
Chocolate,190.0,7,malt,,
Carafa Special Malt Type 3,440.0,7,malt,,
Tomahawk,31.25,7,hop,start,bitter
Magnum,12.5,7,hop,start,bitter
Magnum,12.5,7,hop,middle,flavour
Tomahawk,12.5,7,hop,end,flavour
Centennial,25.0,7,hop,end,flavour
Amarillo,25.0,7,hop,end,flavour
Centennial,25.0,7,hop,dry hop,aroma
Amarillo,25.0,7,hop,dry hop,aroma
Tomahawk,37.5,7,hop,dry hop,aroma
Extra Pale,3330.0,8,malt,,
Munich,420.0,8,malt,,
Caramalt,280.0,8,malt,,
Acidulated Malt,70.0,8,malt,,
Magnum,7.5,8,hop,start,bitter
Magnum,5.0,8,hop,middle,flavour
Hersbrucker,6.25,8,hop,middle,flavour
Saaz,6.25,8,hop,middle,flavour
Hersbrucker,18.75,8,hop,end,flavour
Saaz,18.75,8,hop,end,flavour
Munich,5630.0,9,malt,,
Flaked Oats,1880.0,9,malt,,
Wheat,1880.0,9,malt,,
Caramalt,1250.0,9,malt,,
Crystal,630.0,9,malt,,
Dark Crystal,630.0,9,malt,,
Chocolate,310.0,9,malt,,
Peated Malt,130.0,9,malt,,
Amber,130.0,9,malt,,
Brown,130.0,9,malt,,
Saaz,25.0,9,hop,start,bitter
First Gold,31.3,9,hop,start,bitter
Extra Pale,6380.0,10,malt,,
Crystal 150,130.0,10,malt,,
Caramalt,250.0,10,malt,,
Bramling Cross,60.0,10,hop,start,bitter
Bramling Cross,50.0,10,hop,end,flavour
Pale Ale,2180.0,11,malt,,
Caramalt,300.0,11,malt,,
Dark Crystal,300.0,11,malt,,
Smoked Weyermann,1800.0,11,malt,,
Flaked Oats,600.0,11,malt,,
Brown,600.0,11,malt,,
Amber,100.0,11,malt,,
Chocolate,50.0,11,malt,,
Munich,600.0,11,malt,,
Crystal 150,200.0,11,malt,,
First Gold,25.0,11,hop,start,bitter
Fuggles,25.0,11,hop,start,bitter
Honey,250.0,11,hop,middle,Flavour
Lactose,375.0,11,hop,middle,Flavour
First Gold,10.0,11,hop,end,aroma
Fuggles,10.0,11,hop,end,aroma
Pale Ale,3130.0,12,malt,,
Caramalt,250.0,12,malt,,
Crystal 150,180.0,12,malt,,
Carafa Special Malt Type 1,250.0,12,malt,,
Simcoe,12.5,12,hop,start,bitter
Simcoe,19.0,12,hop,middle,flavour
Simcoe,12.5,12,hop,end,flavour
Amarillo,12.5,12,hop,end,flavour
Citra,12.5,12,hop,end,flavour
Simcoe,62.5,12,hop,dry hop,aroma
Amarillo,62.5,12,hop,dry hop,aroma
Citra,62.5,12,hop,dry hop,aroma
Maris Otter Extra Pale,3440.0,13,malt,,
Caramalt,630.0,13,malt,,
Crystal 150,310.0,13,malt,,
Carafa Special Malt Type 1,310.0,13,malt,,
Carafa Special Malt Type 3,310.0,13,malt,,
Cascade,43.8,13,hop,start,bitter
Cascade,81.3,13,hop,end,flavour
Cascade,250.0,13,hop,dry hop,aroma
Maris Otter Extra Pale,2500.0,14,malt,,
Caramalt,1250.0,14,malt,,
Munich,610.0,14,malt,,
Crystal 150,280.0,14,malt,,
Dark Crystal 350-400,200.0,14,malt,,
Nelson Sauvin,15.0,14,hop,start,bitter
Amarillo,10.0,14,hop,end,flavour
Nelson Sauvin,30.0,14,hop,end,flavour
Pale Ale - Tipple,11100.0,15,malt,,
Caramalt,940.0,15,malt,,
Crystal,440.0,15,malt,,
Columbus Extract,12.5,15,hop,start,bitter
Centennial,37.5,15,hop,end,flavour
Cascade,37.5,15,hop,end,flavour
Simcoe,37.5,15,hop,end,flavour
Extra Pale - Spring Blend,5000.0,16,malt,,
Caramalt,1250.0,16,malt,,
Crystal 150,630.0,16,malt,,
Chocolate,630.0,16,malt,,
Roasted Barley,630.0,16,malt,,
Wheat,310.0,16,malt,,
Flaked Oats,310.0,16,malt,,
Smoked Malt,60.0,16,malt,,
Columbus,31.25,16,hop,start,bitter
Columbus,25.0,16,hop,end,bitter
Willamette,25.0,16,hop,end,flavour
Galena,25.0,16,hop,end,flavour
Columbus,75.0,16,hop,dry hop,aroma
Galena,75.0,16,hop,dry hop,aroma
Simcoe,100.0,16,hop,dry hop,aroma
Pale Ale,6130.0,17,malt,,
Crystal 150,250.0,17,malt,,
Caramalt,380.0,17,malt,,
Carafa Special Malt Type 1,130.0,17,malt,,
Carafa Special Malt Type 3,130.0,17,malt,,
Hop Extract,20.0,17,hop,start,bitter
Amarillo,25.0,17,hop,start,bitter
Chinook,25.0,17,hop,end,flavour
Cascade,25.0,17,hop,end,flavour
Centennial,25.0,17,hop,end,flavour
Columbus,25.0,17,hop,end,flavour
Chinook,25.0,17,hop,dry hop,aroma
Cascade,25.0,17,hop,dry hop,aroma
Centennial,25.0,17,hop,dry hop,aroma
Columbus,25.0,17,hop,dry hop,aroma
Amarillo,25.0,17,hop,dry hop,aroma
Extra Pale,5060.0,18,malt,,
Caramalt,250.0,18,malt,,
Dark Crystal,60.0,18,malt,,
Cascade,2.5,18,hop,start,bitter
Centennial,12.5,18,hop,middle,flavour
Simcoe,17.5,18,hop,middle,flavour
Simcoe,17.5,18,hop,end,flavour
Citra,17.5,18,hop,end,flavour
Simcoe,75.0,18,hop,dry hop,aroma
Cascade,75.0,18,hop,dry hop,aroma
Centennial,75.0,18,hop,dry hop,aroma
Citra,25.0,18,hop,dry hop,aroma
Extra Pale,6120.0,19,malt,,
Caramalt,800.0,19,malt,,
Tomahawk,7.0,19,hop,start,bitter
Motueka,5.5,19,hop,start,bitter
Galena,2.5,19,hop,middle,flavour
Mt.Hood,2.5,19,hop,middle,flavour
Challenger,15.0,19,hop,dry hop,aroma
Galena,15.0,19,hop,dry hop,aroma
Nelson Sauvin,20.0,19,hop,dry hop,aroma
Extra Pale,5630.0,20,malt,,
Wheat,690.0,20,malt,,
Crystal,630.0,20,malt,,
Columbus,12.5,20,hop,start,bitter
Hersbrucker,12.5,20,hop,middle,flavour
Extra Pale,2690.0,21,malt,,
Wheat,1250.0,21,malt,,
Caramalt,380.0,21,malt,,
Waimea,2.5,21,hop,start,bitter
Amarillo,2.5,21,hop,middle,flavour
Nelson Sauvin,2.5,21,hop,middle,flavour
Motueka,2.5,21,hop,middle,flavour
Simcoe,6.0,21,hop,end,flavour
Citra,6.0,21,hop,end,flavour
Waimea,6.0,21,hop,end,flavour
Extra Pale,10000.0,22,malt,,
Caramalt,1880.0,22,malt,,
Munich,1250.0,22,malt,,
Amber,630.0,22,malt,,
Nelson Sauvin,100.0,22,hop,start,bitter
Nelson Sauvin,100.0,22,hop,end,flavour
Extra Pale,5800.0,23,malt,,
Ahtanum,17.5,23,hop,start,bitter
Chinook,15.0,23,hop,start,bitter
Crystal,17.5,23,hop,middle,flavour
Chinook,17.5,23,hop,middle,flavour
Ahtanum,17.5,23,hop,end,flavour
Chinook,27.5,23,hop,end,flavour
Crystal,17.5,23,hop,end,flavour
Motueka,17.5,23,hop,end,flavour
Extra Pale,12500.0,24,malt,,
Nelson Sauvin,6.25,24,hop,start,bitter
Centennial,12.5,24,hop,start,bitter
Nelson Sauvin,12.5,24,hop,end,flavour
Amarillo,12.5,24,hop,end,flavour
Centennial,12.5,24,hop,end,flavour
Wheat,2500.0,25,malt,,
Extra Pale,2060.0,25,malt,,
First Gold,18.75,25,hop,start,bitter
First Gold,25.0,25,hop,end,flavour
Sorachi Ace,16.25,25,hop,end,flavour
Extra Pale,2810.0,26,malt,,
Caramalt,630.0,26,malt,,
Crystal 120,310.0,26,malt,,
Cascade,25.0,26,hop,start,bitter
Cascade,18.8,26,hop,end,flavour
Centennial,18.8,26,hop,end,flavour
Amarillo,25.0,26,hop,end,flavour
Simcoe,31.3,26,hop,end,flavour
Extra Pale,8000.0,27,malt,,
Wheat,500.0,27,malt,,
Flaked Oats,1380.0,27,malt,,
Dark Crystal,880.0,27,malt,,
Carafa Special Malt Type 1,630.0,27,malt,,
Carafa Special Malt Type 3,630.0,27,malt,,
Honey,700.0,27,malt,,
Chinook,50.0,27,hop,start,bitter
Cascade,25.0,27,hop,start,bitter
Fuggles,25.0,27,hop,15,bitter
Coffee,12.5,27,hop,15,twist
Fuggles,25.0,27,hop,0, aroma
Coffee,12.5,27,hop,0,twist
Extra Pale - Spring Blend,5870.0,28,malt,,
Caramalt,370.0,28,malt,,
Crystal 150,190.0,28,malt,,
HBC 369,40.0,28,hop,start,bitter
HBC 369,100.0,28,hop,end,flavour
HBC 369,250.0,28,hop,dry hop,aroma
Extra Pale,4750.0,29,malt,,
Caramalt,1250.0,29,malt,,
Crystal 150,500.0,29,malt,,
Dark Crystal,130.0,29,malt,,
Chinook,20.0,29,hop,start,bitter
Chinook,5.0,29,hop,middle,bitter
Centennial,5.0,29,hop,middle,bitter
Chinook,62.5,29,hop,end,flavour
Centennial,62.5,29,hop,end,flavour
Chinook,100.0,29,hop,dry hop,aroma
Extra Pale,5000.0,30,malt,,
Caramalt,310.0,30,malt,,
Dark Crystal,60.0,30,malt,,
Munich,310.0,30,malt,,
Dana,2.5,30,hop,start,bitter
Dana,25.0,30,hop,middle,flavour
Dana,37.5,30,hop,end,flavour
Dana,125.0,30,hop,dry hop,aroma
Munich,130.0,31,malt,,
Caramalt,190.0,31,malt,,
Crystal 150,60.0,31,malt,,
Amber,30.0,31,malt,,
Dark Crystal,130.0,31,malt,,
Chocolate,60.0,31,malt,,
Wheat,60.0,31,malt,,
Rye,130.0,31,malt,,
Amarillo,6.3,31,hop,start,bitter
Simcoe,5.0,31,hop,start,bitter
Centennial,6.3,31,hop,start,bitter
Amarillo,6.3,31,hop,middle,flavour
Simcoe,2.5,31,hop,middle,flavour
Centennial,6.3,31,hop,middle,flavour
Amarillo,5.0,31,hop,end,flavour
Simcoe,5.0,31,hop,end,flavour
Cascade,12.5,31,hop,end,flavour
Ahtanum,12.5,31,hop,end,flavour
Centennial,50.0,31,hop,dry hop,aroma
Cascade,50.0,31,hop,dry hop,aroma
Ahtanum,25.0,31,hop,dry hop,aroma
Simcoe,25.0,31,hop,dry hop,aroma
Columbus,37.5,31,hop,dry hop,aroma
Extra Pale,10000.0,32,malt,,
Carafa Special Malt Type 1,940.0,32,malt,,
Carafa Special Malt Type 3,940.0,32,malt,,
Flaked Oats,1880.0,32,malt,,
Pale Crystal,1250.0,32,malt,,
Dark Crystal,630.0,32,malt,,
First Gold,50.0,32,hop,start,bitter
First Gold,50.0,32,hop,end,flavour
Extra Pale,6380.0,33,malt,,
Crystal 150,130.0,33,malt,,
Caramalt,250.0,33,malt,,
Sorachi Ace,14.5,33,hop,start,bitter
Sorachi Ace,20.0,33,hop,end,flavour
Extra Pale,1750.0,34,malt,,
Munich,440.0,34,malt,,
Dark Crystal,500.0,34,malt,,
Wheat,560.0,34,malt,,
Flaked Oats,560.0,34,malt,,
Carafa Special Malt Type 3,130.0,34,malt,,
Amber,250.0,34,malt,,
Weyermann Beech Smoked,60.0,34,malt,,
First Gold,18.5,34,hop,start,bitter
Willamette,12.5,34,hop,middle,flavour
Hallertauer Mittelfrüh,6.0,34,hop,middle,flavour
Propino Pale Malt,1630.0,35,malt,,
Wheat Malt,1630.0,35,malt,,
Propino Pale Malt for kettle souring,30.0,35,malt,,
Acidulated Malt for kettle souring,30.0,35,malt,,
Bramling Cross,10.0,35,hop,middle,bitter
Extra Pale,9350.0,36,malt,,
Munich,630.0,36,malt,,
Crystal 150,1000.0,36,malt,,
Chocolate,60.0,36,malt,,
Chinook,50.0,36,hop,start,bitter
Cascade,25.0,36,hop,middle,flavour
Citra,25.0,36,hop,middle,flavour
Chinook,25.0,36,hop,middle,flavour
Chinook,25.0,36,hop,end,flavour
Citra,25.0,36,hop,end,flavour
Cascade,25.0,36,hop,end,flavour
Cascade,125.0,36,hop,dry hop,aroma
Chinook,125.0,36,hop,dry hop,aroma
Citra,125.0,36,hop,dry hop,aroma
Extra Pale,6300.0,37,malt,,
Caramalt,380.0,37,malt,,
Crystal 150,290.0,37,malt,,
Columbus Extract,31.0,37,hop,start,bitter
Columbus,19.5,37,hop,start,bitter
Columbus,19.5,37,hop,middle,flavour
Centennial,19.5,37,hop,middle,flavour
Simcoe,19.5,37,hop,middle,flavour
Columbus,19.5,37,hop,end,flavour
Centennial,19.5,37,hop,end,flavour
Centennial,115.5,37,hop,dry hop,aroma
Columbus,96.0,37,hop,dry hop,aroma
Simcoe,96.0,37,hop,dry hop,aroma
Amarillo,77.0,37,hop,dry hop,aroma
Extra Pale,4580.0,38,malt,,
Caramalt,250.0,38,malt,,
Dark Crystal,60.0,38,malt,,
Munich,250.0,38,malt,,
Centennial,5.0,38,hop,start,bitter
Amarillo,5.0,38,hop,start,bitter
Centennial,10.0,38,hop,middle,flavour
Amarillo,10.0,38,hop,middle,flavour
Centennial,17.5,38,hop,end,flavour
Amarillo,17.5,38,hop,end,flavour
Extra Pale,5650.0,39,malt,,
Caramalt,310.0,39,malt,,
Dark Crystal,60.0,39,malt,,
Kohatu,37.5,39,hop,start,bitter
Kohatu,25.0,39,hop,middle,flavour
Kohatu,37.5,39,hop,end,flavour
Kohatu,250.0,39,hop,dry hop,aroma
Extra Pale,5770.0,40,malt,,
Caramalt,630.0,40,malt,,
Wheat,630.0,40,malt,,
Citra,4.0,40,hop,start,bitter
Citra,37.5,40,hop,middle,flavour
Citra,37.5,40,hop,end,flavour
Blackberry Concentrate,62.5,40,hop,end,flavour
Sour Cherry Puree,250.0,40,hop,end,flavour
Citra,112.5,40,hop,dry hop,aroma
Mosaic,200.0,40,hop,dry hop,aroma
Centennial,187.5,40,hop,dry hop,aroma
Pale Ale,9000.0,41,malt,,
Rye,630.0,41,malt,,
Amber,380.0,41,malt,,
Dark Crystal,880.0,41,malt,,
Roasted Barley,250.0,41,malt,,
Chocolate,500.0,41,malt,,
Carafa Special Malt Type 1,250.0,41,malt,,
CO2 Extract,20.0,41,hop,start,bitter
Willamette,50.0,41,hop,end,flavour
Extra Pale,7400.0,42,malt,,
Caramalt,380.0,42,malt,,
Crystal 150,290.0,42,malt,,
Columbus Extract,30.8,42,hop,start,bitter
Columbus,19.2,42,hop,start,bitter
Columbus,19.2,42,hop,middle,flavour
Centennial,19.2,42,hop,middle,flavour
Simcoe,19.2,42,hop,middle,flavour
Columbus,19.2,42,hop,end,flavour
Centennial,19.2,42,hop,end,flavour
Simcoe,19.2,42,hop,end,flavour
Centennial,115.4,42,hop,dry hop,aroma
Columbus,96.2,42,hop,dry hop,aroma
Simcoe,96.2,42,hop,dry hop,aroma
Amarillo,76.9,42,hop,dry hop,aroma
Extra Pale,2130.0,43,malt,,
Wheat,2500.0,43,malt,,
Pale Crystal,130.0,43,malt,,
Ahtanum,25.0,43,hop,start,bitter
Ahtanum,25.0,43,hop,end,flavour
Extra Pale,4700.0,44,malt,,
Munich,380.0,44,malt,,
Acidulated Malt,630.0,44,malt,,
Nelson Sauvin,20.0,44,hop,start,bitter
Motueka,20.0,44,hop,start,bitter
Nelson Sauvin,10.0,44,hop,middle,flavour
Motueka,10.0,44,hop,middle,flavour
Nelson Sauvin,20.0,44,hop,end,flavour
Motueka,20.0,44,hop,end,flavour
Motueka,100.0,44,hop,dry hop,aroma
Nelson Sauvin,87.5,44,hop,dry hop,aroma
Extra Pale,4059.9999999999995,45,malt,,
Caramalt,310.0,45,malt,,
Crystal 120,230.0,45,malt,,
Dark Crystal,940.0,45,malt,,
Amarillo,25.0,45,hop,start,bitter
Amarillo,12.5,45,hop,middle,flavour
Bramling Cross,12.5,45,hop,end,flavour
Amarillo,50.0,45,hop,end,flavour
Extra Pale,12500.0,46,malt,,
Nelson Sauvin,6.25,46,hop,start,bitter
Centennial,12.5,46,hop,start,bitter
Nelson Sauvin,12.5,46,hop,end,flavour
Amarillo,12.5,46,hop,end,flavour
Centennial,12.5,46,hop,end,flavour
Nelson Sauvin,12.5,46,hop,dry hop,aroma
Amarillo,12.5,46,hop,dry hop,aroma
Centennial,12.5,46,hop,dry hop,aroma
Maris Otter Extra Pale,6562.5,47,malt,,
Caramalt,312.5,47,malt,,
Munich,1250.0,47,malt,,
Crystal 150,312.5,47,malt,,
Popcorn,6.25,47,malt,,
Sorachi Ace,62.5,47,hop,start,bitter
Willamette,25.0,47,hop,end,aroma
Extra Pale,5000.0,48,malt,,
Caramalt,310.0,48,malt,,
Dark Crystal,60.0,48,malt,,
Munich,310.0,48,malt,,
Goldings,37.5,48,hop,start,bitter
Goldings,25.0,48,hop,middle,flavour
Goldings,37.5,48,hop,end,flavour
Goldings,125.0,48,hop,dry hop,aroma
Wheat,5000.0,49,malt,,
Extra Pale,2000.0,49,malt,,
Munich,2000.0,49,malt,,
Caramalt,1130.0,49,malt,,
Bramling Cross,30.0,49,hop,start,bitter
Simcoe,12.5,49,hop,middle,flavour
Saaz,15.0,49,hop,middle,flavour
Simcoe,12.5,49,hop,end,flavour
Saaz,15.0,49,hop,end,flavour
Extra Pale,4690.0,50,malt,,
Pale Chocolate,230.0,50,malt,,
Chocolate,700.0,50,malt,,
Dark Crystal,350.0,50,malt,,
Flaked Oats,470.0,50,malt,,
Caramalt,350.0,50,malt,,
First Gold,35.0,50,hop,start,bitter
Pale Ale,5300.0,51,malt,,
Bobek,25.0,51,hop,start,bitter
Bobek,25.0,51,hop,middle,flavour
Bobek,25.0,51,hop,end,flavour
Ginger,12.5,51,hop,end,flavour
Orange Peel,12.5,51,hop,end,flavour
Extra Pale,4500.0,52,malt,,
Caramalt,550.0,52,malt,,
Munich,330.0,52,malt,,
Flaked Oats,1350.0,52,malt,,
Dark Crystal,550.0,52,malt,,
Carafa Special Malt Type 1,180.0,52,malt,,
Carafa Special Malt Type 3,330.0,52,malt,,
Columbus,75.0,52,hop,start,bitter
Columbus,25.0,52,hop,middle,flavour
Saaz,25.0,52,hop,end,flavour
First Gold,25.0,52,hop,end,flavour
Extra Pale,1750.0,53,malt,,
Munich,480.0,53,malt,,
Dark Crystal,500.0,53,malt,,
Wheat,560.0,53,malt,,
Flaked Oats,560.0,53,malt,,
Carafa Special Malt Type 3,130.0,53,malt,,
Amber,250.0,53,malt,,
Weyermann Beech Smoked,60.0,53,malt,,
First Gold,18.5,53,hop,start,bitter
Willamette,12.5,53,hop,start,bitter
Hallertauer Mittelfrüh,6.0,53,hop,start,bitter
Pale Ale,5000.0,54,malt,,
Crystal 150,380.0,54,malt,,
Dark Crystal,130.0,54,malt,,
Carafa Special Malt Type 1,60.0,54,malt,,
Rye,500.0,54,malt,,
Magnum,12.5,54,hop,start,bitter
Chinook,25.0,54,hop,middle,flavour
Citra,6.25,54,hop,middle,flavour
Chinook,37.5,54,hop,end,flavour
Citra,18.75,54,hop,end,flavour
Chinook,100.0,54,hop,fv,aroma
Citra,75.0,54,hop,fv,aroma
Extra Pale,4880.0,55,malt,,
Caramalt,310.0,55,malt,,
Dark Crystal,60.0,55,malt,,
Amarillo,20.0,55,hop,start,bitter
Amarillo,25.0,55,hop,middle,flavour
Amarillo,37.5,55,hop,end,flavour
Amarillo,250.0,55,hop,dry hop,aroma
Extra Pale - Spring Blend,6250.0,56,malt,,
Wheat,1250.0,56,malt,,
Caramalt,1250.0,56,malt,,
Crystal,1560.0,56,malt,,
Dark Crystal,630.0,56,malt,,
Amber,630.0,56,malt,,
Brown,630.0,56,malt,,
Chocolate,630.0,56,malt,,
Roasted Barley,310.0,56,malt,,
Magnum,62.5,56,hop,start,bitter
Willamette,31.25,56,hop,end,flavour
First Gold,31.25,56,hop,end,flavour
Pale Ale,8130.000000000001,57,malt,,
Crystal 150,280.0,57,malt,,
Caramalt,560.0,57,malt,,
Columbus,50.0,57,hop,start,bitter
Centennial,50.0,57,hop,start,bitter
Columbus,12.5,57,hop,middle,flavour
Centennial,12.5,57,hop,middle,flavour
Columbus,37.5,57,hop,end,flavour
Centennial,37.5,57,hop,end,flavour
Simcoe,37.5,57,hop,end,flavour
Extra Pale,7500.0,58,malt,,
Dark Crystal,630.0,58,malt,,
Chocolate,310.0,58,malt,,
Roasted Barley,310.0,58,malt,,
Chinook,25.0,58,hop,start,bitter
Galena,25.0,58,hop,start,bitter
Galena,25.0,58,hop,end,flavour
First Gold,25.0,58,hop,end,flavour
Coffee,9.4,58,hop,end,flavour
Coffee,9.4,58,hop,dry hop,aroma
Extra Pale,6390.0,59,malt,,
Mandarina Bavaria,41.5,59,hop,start,bitter
Mandarina Bavaria,41.5,59,hop,middle,flavour
Mandarina Bavaria,41.5,59,hop,end,flavour
Pale Ale,3500.0,60,malt,,
Munich,750.0,60,malt,,
Caramalt,500.0,60,malt,,
Crystal,380.0,60,malt,,
Dark Crystal,500.0,60,malt,,
Wheat,1000.0,60,malt,,
Flaked Oats,1000.0,60,malt,,
Chocolate,250.0,60,malt,,
Smoked Malt,60.0,60,malt,,
Amber,250.0,60,malt,,
Brown,250.0,60,malt,,
Saaz,75.0,60,hop,start,bitter
First Gold,10.0,60,hop,start,bitter
Extra Pale,2380.0,61,malt,,
Wheat,440.0,61,malt,,
Torrified Wheat,440.0,61,malt,,
Rye,190.0,61,malt,,
Flaked Oats,440.0,61,malt,,
Amber,190.0,61,malt,,
Simcoe,25.0,61,hop,end,flavour
Amarillo,25.0,61,hop,end,flavour
Maris Otter Extra Pale,9250.0,62,malt,,
Wheat,1880.0,62,malt,,
Flaked Oats,1880.0,62,malt,,
Smoked Peaty,130.0,62,malt,,
First Gold,81.25,62,hop,start,bitter
First Gold,62.5,62,hop,end,flavour
Coffee Beans,12.5,62,hop,end,flavour
Extra Pale,5210.0,63,malt,,
Chinook,20.0,63,hop,start,bitter
Ahtanum,12.5,63,hop,start,bitter
Chinook,20.0,63,hop,middle,flavour
Ahtanum,12.5,63,hop,middle,flavour
Chinook,30.0,63,hop,end,flavour
Ahtanum,12.5,63,hop,end,flavour
Simcoe,12.5,63,hop,end,flavour
Nelson Sauvin,140.0,63,hop,end,flavour
Extra Pale,6250.0,64,malt,,
Munich,250.0,64,malt,,
Dextrose,380.0,64,malt,,
Saaz,12.5,64,hop,start,bitter
Hallertauer Mittelfrüh,12.5,64,hop,middle,flavour
Pacifica,12.5,64,hop,end,flavour
Pacific Jade,25.0,64,hop,end,flavour
Pacifica,25.0,64,hop,end,flavour
Pacific Jade,75.0,64,hop,dry hop,aroma
Pacifica,37.5,64,hop,dry hop,aroma
Extra Pale,3630.0,65,malt,,
Dark Crystal,190.0,65,malt,,
Roasted Barley,310.0,65,malt,,
Black Malt,130.0,65,malt,,
Vic Secret,12.5,65,hop,start,bitter
Bramling Cross,12.5,65,hop,end,aroma
Challenger,12.5,65,hop,end,aroma
Extra Pale,7600.0,66,malt,,
Dark Crystal,1750.0,66,malt,,
Chocolate,500.0,66,malt,,
Roasted Barley,500.0,66,malt,,
Chinook,37.5,66,hop,start,bitter
Galena,37.5,66,hop,start,bitter
Chinook,37.5,66,hop,start,bitter
Galena,37.5,66,hop,start,bitter
Galena,25.0,66,hop,end,flavour
First Gold,25.0,66,hop,end,flavour
Chinook,25.0,66,hop,end,flavour
Maris Otter Extra Pale,4300.0,67,malt,,
Munich,800.0,67,malt,,
Amarillo,10.0,67,hop,start,bitter
Simcoe,15.0,67,hop,start,bitter
Amarillo,25.0,67,hop,end,flavour
Citra,20.0,67,hop,end,flavour
Maris Otter Extra Pale,4019.9999999999995,68,malt,,
Nelson Sauvin,2.0,68,hop,start,bitter
Nelson Sauvin,5.0,68,hop,end,flavour
Amarillo,2.5,68,hop,end,flavour
Extra Pale,7750.0,69,malt,,
Wheat,500.0,69,malt,,
Munich,500.0,69,malt,,
Crystal 150,380.0,69,malt,,
Chocolate,130.0,69,malt,,
Waimea,15.0,69,hop,start,bitter
Saaz,12.5,69,hop,middle,flavour
Fuggles,12.5,69,hop,middle,flavour
Pale Ale - Tipple,10000.0,70,malt,,
Chocolate,1250.0,70,malt,,
Carafa Special Malt Type 3,940.0,70,malt,,
Crystal,940.0,70,malt,,
Flaked Oats,1560.0,70,malt,,
Simcoe,37.5,70,hop,start,bitter
Challenger,25.0,70,hop,end,flavour
Extra Pale,3630.0,71,malt,,
Caramalt,250.0,71,malt,,
Dark Crystal,130.0,71,malt,,
Cascade,7.5,71,hop,start,bitter
Centennial,5.0,71,hop,middle,flavour
Citra,5.0,71,hop,middle,flavour
Simcoe,17.5,71,hop,end,flavour
Simcoe,62.5,71,hop,dry hop,aroma
Cascade,62.5,71,hop,dry hop,aroma
Centennial,62.5,71,hop,dry hop,aroma
Citra,12.5,71,hop,dry hop,aroma
Extra Pale,6880.0,72,malt,,
Acidulated Malt,1880.0,72,malt,,
Wheat Malt,1250.0,72,malt,,
Rye,250.0,72,malt,,
Special W,50.0,72,malt,,
Amarillo,8.5,72,hop,start,bitter
Citra,8.5,72,hop,start,bitter
Simcoe,8.5,72,hop,start,bitter
Amarillo,5.0,72,hop,end,flavour
Citra,5.0,72,hop,end,flavour
Simcoe,5.0,72,hop,end,flavour
Amarillo,1.5,72,hop,dry hop,aroma
Citra,1.5,72,hop,dry hop,aroma
Simcoe,1.5,72,hop,dry hop,aroma
Extra Pale,6250.0,73,malt,,
Wheat,1250.0,73,malt,,
Caramalt,1250.0,73,malt,,
Crystal,1562.5,73,malt,,
Dark Crystal,625.0,73,malt,,
Amber,625.0,73,malt,,
Brown,625.0,73,malt,,
Chocolate,625.0,73,malt,,
Roasted Barley,312.5,73,malt,,
Magnum,62.5,73,hop,start,bitter
Willamette,31.25,73,hop,end,bitter
First Gold,31.25,73,hop,end,aroma / bitter
Extra Pale,3250.0,74,malt,,
Caramalt,250.0,74,malt,,
Munich,380.0,74,malt,,
Simcoe,5.0,74,hop,start,bitter
Amarillo,6.3,74,hop,start,bitter
Simcoe,2.5,74,hop,middle,flavour
Amarillo,5.0,74,hop,middle,flavour
Motueka,5.0,74,hop,middle,flavour
Simcoe,12.5,74,hop,end,flavour
Amarillo,12.5,74,hop,end,flavour
Motueka,12.5,74,hop,end,flavour
Simcoe,12.5,74,hop,dry hop,aroma
Amarillo,12.5,74,hop,dry hop,aroma
