name,amount,id,type,add,attribute
Nelson Sauvin,20.0,298,hop,10,Flavour
Sorachi Ace,20.0,298,hop,Flame Out,Aroma
Centennial,20.0,298,hop,Flame Out,Aroma
Nelson Sauvin,20.0,298,hop,Flame Out,Aroma
Maris Otter,227.0,299,malt,,
Torrified Wheat,227.0,299,malt,,
Carapils,113.0,299,malt,,
Flaked Oats,113.0,299,malt,,
Magnum,2.0,299,hop,45,Bittering
Raspberry Juice,800.0,299,hop,Kettle,Flavour
Pale Ale,3120.0,300,malt,,
Wheat,300.0,300,malt,,
Caramalt,300.0,300,malt,,
Munich,300.0,300,malt,,
Simcoe,11.0,300,hop,65,Bittering
Cascade,3.0,300,hop,10,Flavour
Simcoe,5.0,300,hop,0,Aroma
Mosaic,28.0,300,hop,0,Aroma
Pilsner,3360.0,301,malt,,
Carapils,240.0,301,malt,,
Magnum,12.0,301,hop,70,Bittering
Spalter,15.0,301,hop,30,Flavour
Spalter,15.0,301,hop,10,Flavour
Saphire,30.0,301,hop,0,Aroma
Saphire,30.0,301,hop,Dry Hop,Aroma
Pale Ale,3960.0,302,malt,,
Maris Otter,960.0,302,malt,,
Wheat,600.0,302,malt,,
Flaked Oats,240.0,302,malt,,
Chinook,1.0,302,hop,10,Flavour
Chinook,20.0,302,hop,0,Aroma
Amarillo,20.0,302,hop,0,Aroma
Simcoe,20.0,302,hop,0,Aroma
Citra,50.0,302,hop,Dry Hop,Aroma
Simcoe,50.0,302,hop,Dry Hop,Aroma
Amarillo,50.0,302,hop,Dry Hop,Aroma
Mosaic,50.0,302,hop,Dry Hop,Aroma
"American Oak Wood- chip medium toast, Ageing soaked in Bourbon",50.0,302,hop,Dry Hop,Wood Ageing
Pale Ale,3960.0,303,malt,,
Maris Otter,960.0,303,malt,,
Wheat,600.0,303,malt,,
Flaked Oats,240.0,303,malt,,
Chinook,1.0,303,hop,10,Flavour
Chinook,20.0,303,hop,0,Aroma
Amarillo,20.0,303,hop,0,Aroma
Simcoe,20.0,303,hop,0,Aroma
Citra,50.0,303,hop,Dry Hop,Aroma
Simcoe,50.0,303,hop,Dry Hop,Aroma
Amarillo,50.0,303,hop,Dry Hop,Aroma
Mosaic,50.0,303,hop,Dry Hop,Aroma
"American Oak Wood- chip medium toast, Ageing soaked in Rye Whisky",50.0,303,hop,Dry Hop,Wood Ageing
Pale Ale,4440.0,304,malt,,
Caramalt,720.0,304,malt,,
Magnum,18.0,304,hop,70,Bittering
Centennial,20.0,304,hop,0,Aroma
Simcoe,20.0,304,hop,0,Aroma
Citra,20.0,304,hop,0,Aroma
Centennial,50.0,304,hop,Dry Hop,Aroma
Simcoe,50.0,304,hop,Dry Hop,Aroma
Citra,50.0,304,hop,Dry Hop,Aroma
Pale Ale,5280.0,305,malt,,
Dextrose,480.0,305,malt,,
Medium Crystal,120.0,305,malt,,
Simcoe,16.0,305,hop,90,Bittering
Columbus,12.0,305,hop,90,Bittering
Chinook,20.0,305,hop,30,Flavour
Centennial,20.0,305,hop,0,Aroma
Simcoe,20.0,305,hop,0,Aroma
Citra,60.0,305,hop,Dry Hop,Aroma
Mosaic,60.0,305,hop,Dry Hop,Aroma
Centennial,40.0,305,hop,Dry Hop,Aroma
Simcoe,40.0,305,hop,Dry Hop,Aroma
Pale Ale,8400.0,306,malt,,
Caramalt,1200.0,306,malt,,
Flaked Oats,960.0,306,malt,,
Wheat,720.0,306,malt,,
Double Roasted Crystal,480.0,306,malt,,
Extra Dark Crystal,360.0,306,malt,,
Magnum,12.0,306,hop,70,Bittering
Fuggles,40.0,306,hop,70,Bittering
Pilsner,4680.0,307,malt,,
Caramalt,840.0,307,malt,,
Extra Dark Crystal,300.0,307,malt,,
Carafa Special Malt Type 3,180.0,307,malt,,
Chocolate Wheat,180.0,307,malt,,
Magnum,8.0,307,hop,60,Bittering
Sorachi Ace,8.0,307,hop,10,Flavour
Sorachi Ace,20.0,307,hop,0,Aroma
Maple Syrup,50.0,307,hop,Flame Out,Flavour
Maple Syrup,25.0,307,hop,Dry Hop,Flavour
Pale Ale,7380.0,308,malt,,
Weyermann Special III,1200.0,308,malt,,
Flaked Oats,462.0,308,malt,,
Chinook,15.0,308,hop,70,Bittering
Cocoa Nibs,115.0,308,hop,Dry Hop,Flavour
Sodium Chloride,8.0,308,hop,Dry Hop,Flavour
Cinnamon Powder,1.0,308,hop,Dry Hop,Flavour
Extra Pale,6500.0,309,malt,,
Flaked Oats,2000.0,309,malt,,
Caramalt,875.0,309,malt,,
Dark Crystal,875.0,309,malt,,
Munich,500.0,309,malt,,
Carafa Special Malt Type 3,500.0,309,malt,,
Carafa Special Malt Type 1,250.0,309,malt,,
Columbus,60.0,309,hop,Start,Bittering
Columbus,20.0,309,hop,Middle,Flavour
Saaz,20.0,309,hop,End,Flavour
First Gold,20.0,309,hop,End,Flavour
Pale Ale,3420.0,310,malt,,
Caramalt,432.0,310,malt,,
Medium Crystal,90.0,310,malt,,
Simcoe,6.0,310,hop,70,Bitter
Citra,2.0,310,hop,70,Bitter
Simcoe,2.0,310,hop,10,Flavour
Citra,2.0,310,hop,10,Flavour
Ahtanum,5.0,310,hop,10,Flavour
Chinook,5.0,310,hop,10,Flavour
Chinook,3.0,310,hop,0,Aroma
Simcoe,18.0,310,hop,0,Aroma
Citra,5.0,310,hop,0,Aroma
Mosaic,8.0,310,hop,0,Aroma
Tangerine Extract,7.5,310,hop,Flame Out,Flavour
Simcoe,40.0,310,hop,Dry Hop,Aroma
Citra,25.0,310,hop,Dry Hop,Aroma
Mosaic,25.0,310,hop,Dry Hop,Aroma
Chinook,19.0,310,hop,Dry Hop,Aroma
Ahtanum,15.0,310,hop,Dry Hop,Aroma
Cascade,15.0,310,hop,Dry Hop,Aroma
Amarillo,4.0,310,hop,Dry Hop,Aroma
Pale Ale,4380.0,311,malt,,
Wheat,360.0,311,malt,,
Carapils,240.0,311,malt,,
Columbus,40.0,311,hop,90,Bittering
Cascade,20.0,311,hop,30,Flavour
Centennial,30.0,311,hop,0,Aroma
German Cascade,40.0,311,hop,Dry Hop,Aroma
Ariana,40.0,311,hop,Dry Hop,Aroma
Huell Melon,40.0,311,hop,Dry Hop,Aroma
German Comet,60.0,311,hop,Dry Hop,Aroma
Pale Ale,7500.0,312,malt,,
Brown,750.0,312,malt,,
Rye,750.0,312,malt,,
Dark Crystal,750.0,312,malt,,
Flaked Oats,750.0,312,malt,,
Wheat,500.0,312,malt,,
Carafa Special Malt Type 1,500.0,312,malt,,
Carafa Special Malt Type 3,500.0,312,malt,,
Chinook,25.0,312,hop,Start,Bittering
Sorachi Ace,50.0,312,hop,Start,Bittering
Ginger Powder,1.25,312,hop,End,Flavour
Cold infused coffee,25.0,312,hop,End,Flavour
Honey,1250.0,312,hop,End,Flavour
Habanero,5.0,312,hop,Dry Hop,Flavour
Lemon drop chili,3.0,312,hop,Dry Hop,Flavour
Pilsner,5880.0,313,malt,,
Chocolate,1680.0,313,malt,,
Munich,960.0,313,malt,,
Wheat,960.0,313,malt,,
Brown,600.0,313,malt,,
Black Malt,480.0,313,malt,,
Extra Dark Crystal,240.0,313,malt,,
Flaked Oats,240.0,313,malt,,
Oat Husks,48.0,313,malt,,
Cascade,30.0,313,hop,70,Bittering
Cascade,30.0,313,hop,10,Flavour
Demerara Sugar,750.0,313,hop,Kettle,Flavour
Marshmallows,40.0,313,hop,Kettle,Flavour
Ground Coffee,10.0,313,hop,Dry Hop,Flavour
Cocoa Nibs,10.0,313,hop,Dry Hop,Flavour
Pale Ale,3960.0,314,malt,,
Uncrushed Wheat,600.0,314,malt,,
Flaked Oats,600.0,314,malt,,
Magnum,2.0,314,hop,65,Bittering
Citra,20.0,314,hop,10,Flavour
Amarillo,40.0,314,hop,0,Aroma
Nelson Sauvin,40.0,314,hop,0,Aroma
Citra,40.0,314,hop,0,Aroma
Idaho 7,60.0,314,hop,Dry Hop,Aroma
Nelson Sauvin,80.0,314,hop,Dry Hop,Aroma
Citra,60.0,314,hop,Dry Hop,Aroma
Mango Puree,1000.0,314,hop,Dry Hop,Aroma
Pale Ale,4320.0,315,malt,,
Munich Type 1 Light,600.0,315,malt,,
Double Roasted Crystal,420.0,315,malt,,
Chocolate Wheat,300.0,315,malt,,
Medium Crystal,240.0,315,malt,,
Carafa Special Malt Type 3,180.0,315,malt,,
Magnum,12.0,315,hop,70,Bittering
Amarillo,8.0,315,hop,15,Flavour
Saphire,6.0,315,hop,15,Flavour
Plum Concentrate,400.0,315,hop,Flame Out,Flavour
Pilsner,4200.0,316,malt,,
Munich Type 1 Light,960.0,316,malt,,
Carapils,60.0,316,malt,,
Acidulated Malt,60.0,316,malt,,
Magnum,4.0,316,hop,70,Bittering
Hallertauer Mittelfrüh,10.0,316,hop,10,Flavour
Hallertauer Mittelfrüh,20.0,316,hop,0,Aroma
Hallertauer Mittelfrüh,20.0,316,hop,0,Aroma
Mandarina Bavaria,40.0,316,hop,0,Aroma
Motueka,20.0,316,hop,0,Aroma
Hallertauer Mittelfrüh,20.0,316,hop,Dry Hop,Aroma
Mandarina Bavaria,30.0,316,hop,Dry Hop,Aroma
Motueka,20.0,316,hop,Dry Hop,Aroma
Pale Ale,7080.0,317,malt,,
Caramalt,480.0,317,malt,,
Light Crystal,240.0,317,malt,,
Medium Crystal,120.0,317,malt,,
Sweet Orange Peel,20000.0,317,malt,,
Magnum,6.0,317,hop,70,Bittering
Mandarina Bavaria,20.0,317,hop,10,Flavour
Hallertauer Blanc,20.0,317,hop,10,Flavour
French Oak Chips Medium Toast,40.0,317,hop,Wood Ageing,Flavour
Pilsner,3600.0,318,malt,,
Carapils,360.0,318,malt,,
Vienna,240.0,318,malt,,
Acidulated Malt,60.0,318,malt,,
Magnum,2.0,318,hop,70,Bittering
Citra,10.0,318,hop,10,Flavour
Centennial,10.0,318,hop,10,Flavour
Citra,15.0,318,hop,0,Aroma
Centennial,15.0,318,hop,0,Aroma
Citra,10.0,318,hop,Dry Hop,Aroma
Centennial,10.0,318,hop,Dry Hop,Aroma
Nelson Sauvin,10.0,318,hop,Dry Hop,Aroma
Pilsner,3480.0,319,malt,,
Munich Type 1 Light,960.0,319,malt,,
Grano Dei Miracoli,240.0,319,malt,,
Brown,180.0,319,malt,,
Chocolate Wheat,120.0,319,malt,,
Magnum,6.0,319,hop,70,Bittering
East Kent Golding,10.0,319,hop,15,Flavour
Fuggles,10.0,319,hop,15,Flavour
East Kent Golding,24.0,319,hop,0,Aroma
Fuggles,24.0,319,hop,0,Aroma
Pale Ale,4800.0,320,malt,,
Flaked Oats,600.0,320,malt,,
Wheat,360.0,320,malt,,
Citra,2.0,320,hop,70,Bittering
Citra,30.0,320,hop,0,Aroma
Citra,160.0,320,hop,Dry Hop,Aroma
Pale Ale,3120.0,321,malt,,
Munich,480.0,321,malt,,
Dextrin Malt,180.0,321,malt,,
Simcoe,6.0,321,hop,65,Bittering
Chinook,10.0,321,hop,10,Flavour
Simcoe,20.0,321,hop,0,Aroma
Chinook,20.0,321,hop,0,Aroma
Simcoe,60.0,321,hop,Dry Hop,Aroma
Centennial,60.0,321,hop,Dry Hop,Aroma
Pale Ale,4560.0,322,malt,,
Munich,360.0,322,malt,,
Dextrin Malt,240.0,322,malt,,
Carared,240.0,322,malt,,
Simcoe,32.0,322,hop,65,Bittering
Cascade,20.0,322,hop,10,Flavour
Cascade,30.0,322,hop,0,Aroma
Centennial,30.0,322,hop,0,Aroma
Citra,60.0,322,hop,Dry Hop,Aroma
Simcoe,40.0,322,hop,Dry Hop,Aroma
Cascade,20.0,322,hop,Dry Hop,Aroma
Chinook,20.0,322,hop,Dry Hop,Aroma
Mosaic,20.0,322,hop,Dry Hop,Aroma
Pilsner,1560.0,323,malt,,
Vienna,1560.0,323,malt,,
Munich,600.0,323,malt,,
Carahell,180.0,323,malt,,
Carared,180.0,323,malt,,
Perle,5.0,323,hop,65,Bittering
Hallertauer Mittelfrüh,20.0,323,hop,10,Aroma
Mandarina Bavaria,20.0,323,hop,0,Aroma
Pilsner,3360.0,324,malt,,
Pale Ale,1200.0,324,malt,,
Magnum,10.0,324,hop,70,Bitering
Sterling,20.0,324,hop,10,Flavour
Sterling,20.0,324,hop,0,Aroma
Pilsner,3540.0,325,malt,,
Carapils,240.0,325,malt,,
Magnum,12.0,325,hop,70,Bittering
Spalter,15.0,325,hop,30,Flavour
Spalter,15.0,325,hop,10,Flavour
Saphire,30.0,325,hop,0,Aroma
Saphire,30.0,325,hop,Dry Hop,Aroma
